doi,title,first_author,year,journal,source,file,oa_status,added_by,added_at
10.1016/j.jacc.2017.01.015,,Sharma,2018,JACC,dausin2026,01_Sharma_JACC_2018.pdf,,sungjun,2026-06-05
,,DeBosscher,2022,ProHeart,dausin2026,03_DeBosscher_ProHeart_2022.pdf,,sungjun,2026-06-05
,,LaGerche,2012,RV,dausin2026,04_LaGerche_RV_2012.pdf,,sungjun,2026-06-05
10.1161/circulationaha.116.018093,,Wasfy,2016,Circulation,dausin2026,05_Wasfy_Circulation_2016.pdf,,sungjun,2026-06-05
,,DeBosscher,2023,Coronary,dausin2026,06_DeBosscher_Coronary_2023.pdf,,sungjun,2026-06-05
10.1016/j.jcmg.2017.09.016,,Tahir,2018,JACCImaging,dausin2026,07_Tahir_JACCImaging_2018.pdf,,sungjun,2026-06-05
,,Dausin,2023,TrainingLoad,dausin2026,08_Dausin_TrainingLoad_2023.pdf,,sungjun,2026-06-05
,,Duking,2016,Wearables,dausin2026,10_Duking_Wearables_2016.pdf,,sungjun,2026-06-05
,,DeBosscher,2023,ReducedEF,dausin2026,12_DeBosscher_ReducedEF_2023.pdf,,sungjun,2026-06-05
,,Claessen,2021,AF,dausin2026,13_Claessen_AF_2021.pdf,,sungjun,2026-06-05
,,Claessen,2021,MasterHeart,dausin2026,14_Claessen_MasterHeart_2021.pdf,,sungjun,2026-06-05
,,SchulzMenger,2020,SCMR,dausin2026,15_SchulzMenger_SCMR_2020.pdf,,sungjun,2026-06-05
10.1152/ajpheart.00054.2009,,Manzi,2009,AJPHeart,dausin2026,16_Manzi_AJPHeart_2009.pdf,,sungjun,2026-06-05
10.1186/1471-2105-7-123,,Motulsky,2006,ROUT,dausin2026,18_Motulsky_ROUT_2006.pdf,,sungjun,2026-06-05
10.33448/rsd-v9i10.9259,Wear a mask to reduce COVID-19 transmission while exercising at the gym: belief or evidence-based?,Anderson Luiz Bezerra da Silveira,2020,Research Society and Development,hargreaves2020,2020_Anderson-Luiz-Bezerra-da-Silveira_W3095283456.pdf,diamond,team,2026-06-05
10.3390/jcm9113527,Evidence of Mitochondrial Dysfunction in Fibromyalgia: Deviating Muscle Energy Metabolism Detected Using Microdialysis and Magnetic Resonance,Björn Gerdle,2020,Journal of Clinical Medicine,hargreaves2020,2020_Bj-rn-Gerdle_W3095624392.pdf,gold,team,2026-06-05
10.3390/healthcare8040548,The Effect of Spinal Manipulation on the Electrophysiological and Metabolic Properties of the Tibialis Anterior Muscle,Imran Khan Niazi,2020,Healthcare,hargreaves2020,2020_Imran-Khan-Niazi_W3113183155.pdf,gold,team,2026-06-05
10.3389/fphys.2020.585137,Effect of Fat Mass Localization on Fat Oxidation During Endurance Exercise in Women,Laurie Isacco,2020,Frontiers in Physiology,hargreaves2020,2020_Laurie-Isacco_W3093810146.pdf,gold,team,2026-06-05
10.1152/ajpcell.00461.2020,An exploration of the role of exercise in modulating breast cancer progression in vitro: a systematic review and meta-analysis,Marie-Juliet Brown,2020,American Journal of Physiology-Cell Physiology,hargreaves2020,2020_Marie-Juliet-Brown_W3114470193.pdf,green,team,2026-06-05
10.3390/biom11010040,From Prevention to Disease Perturbations: A Multi-Omic Assessment of Exercise and Myocardial Infarctions,Melanie T. Odenkirk,2020,Biomolecules,hargreaves2020,2020_Melanie-T-Odenkirk_W3116890104.pdf,gold,team,2026-06-05
10.1101/2020.08.31.275644,A deeply conserved miR-1 dependent regulon supports muscle cell physiology,Paula Gutiérrez‐Pérez,2020,bioRxiv (Cold Spring Harbor Laboratory),hargreaves2020,2020_Paula-Guti-rrez-P-rez_W3081612734.pdf,green,team,2026-06-05
10.58837/chula.the.2020.1001,ผลของการฝกออกกำลงกายแบบแอโรบกสลบชวงประกอบนำหนกตอองคประกอบของรางกายและการทำงานของหลอดเลอดในผทมภาวะอวนรนแรง,ธันยากานต์ วรเศรษฐวัฒน์,2020,,hargreaves2020,2020__W4367054180.pdf,gold,team,2026-06-05
10.3390/medicina57010066,Obesity as a Neuroendocrine Reprogramming,Abdelaziz Ghanemi,2021,Medicina,hargreaves2020,2021_Abdelaziz-Ghanemi_W3120470947.pdf,gold,team,2026-06-05
10.3390/ijerph18094963,Regulation of Energy Substrate Metabolism in Endurance Exercise,Abdullah F. Alghannam,2021,International Journal of Environmental Research and Public Health,hargreaves2020,2021_Abdullah-F-Alghannam_W3159933130.pdf,gold,team,2026-06-05
10.3390/genes12111655,A Quantitative Proteomics Approach to Gain Insight into NRF2-KEAP1 Skeletal Muscle System and Its Cysteine Redox Regulation,Abu Rafay,2021,Genes,hargreaves2020,2021_Abu-Rafay_W3205028755.pdf,gold,team,2026-06-05
10.3390/ijms22179327,Exploring the Role of Skeletal Muscle in Insulin Resistance: Lessons from Cultured Cells to Animal Models,Alessandra Feraco,2021,International Journal of Molecular Sciences,hargreaves2020,2021_Alessandra-Feraco_W3198913911.pdf,gold,team,2026-06-05
10.3390/metabo11080517,Metabolic Remodeling in Skeletal Muscle Atrophy as a Therapeutic Target,Alessandra Renzini,2021,Metabolites,hargreaves2020,2021_Alessandra-Renzini_W3189938744.pdf,gold,team,2026-06-05
10.1186/s12970-021-00434-4,Effects of two different doses of carbohydrate ingestion on taekwondo-related performance during a simulated tournament,Alireza Naderi,2021,Journal of the International Society of Sports Nutrition,hargreaves2020,2021_Alireza-Naderi_W3165432475.pdf,gold,team,2026-06-05
10.1101/2021.12.10.471761,Urine proteomics as a non-invasive approach to monitor exertional rhabdomyolysis during military training,Andréia Carneiro,2021,bioRxiv (Cold Spring Harbor Laboratory),hargreaves2020,2021_Andr-ia-Carneiro_W4200598444.pdf,green,team,2026-06-05
10.3390/nu13020491,Efficacy of Popular Diets Applied by Endurance Athletes on Sports Performance: Beneficial or Detrimental? A Narrative Review,Aslı Devrim-Lanpir,2021,Nutrients,hargreaves2020,2021_Asl-Devrim-Lanpir_W3126904135.pdf,gold,team,2026-06-05
10.20463/pan.2021.0024,Systematic analysis of the pharmacological function of Schisandra as a potential exercise supplement,Bok Sil Hong,2021,Physical Activity and Nutrition,hargreaves2020,2021_Bok-Sil-Hong_W4207006649.pdf,diamond,team,2026-06-05
10.3390/nu13124223,Meta-Analysis of Carbohydrate Solution Intake during Prolonged Exercise in Adults: From the Last 45+ Years’ Perspective,Dimitrios I. Bourdas,2021,Nutrients,hargreaves2020,2021_Bourdas_W3216112038.pdf,gold,team,2026-06-05
10.1113/ep088188,Nutritional approaches to counter performance constraints in high‐level sports competition,Louise M. Burke,2021,Experimental Physiology,hargreaves2020,2021_Burke_W3214234730.pdf,hybrid,team,2026-06-05
10.3389/fresc.2021.732342,Physiological Considerations to Support Podium Performance in Para-Athletes,Cameron M. Gee,2021,Frontiers in Rehabilitation Sciences,hargreaves2020,2021_Cameron-M-Gee_W3213285893.pdf,gold,team,2026-06-05
10.33233/rbfex.v20i3.4390,Respostas metabólicas e inflamatórias agudas em homens ativos submetidos ao treinamento corretivo postural,Carla Nascimento dos Santos Rodrigues,2021,Revista Brasileira de Fisiologia do Exercício,hargreaves2020,2021_Carla-Nascimento-dos-Santos-Rodrigues_W3207949586.pdf,diamond,team,2026-06-05
10.33915/etd.10195,Mechanisms and Therapeutic Interventions for Breast Cancer-Induced Fatigue and Mitochondrial Dysfunction,David Andrew Stanton,2021,,hargreaves2020,2021_David-Andrew-Stanton_W4205853206.pdf,gold,team,2026-06-05
10.3390/ijms222312873,Comparative Metabolomic Study of Drosophila Species with Different Lifespans,Dmitry L. Maslov,2021,International Journal of Molecular Sciences,hargreaves2020,2021_Dmitry-L-Maslov_W3217552704.pdf,gold,team,2026-06-05
10.3390/healthcare9030249,Effects of Individualized Low-Intensity Exercise and Its Duration on Recovery Ability in Adults,Doowon Lee,2021,Healthcare,hargreaves2020,2021_Doowon-Lee_W3135597186.pdf,gold,team,2026-06-05
10.15293/2658-6762.2103,,E Pushkareva,2021,Science for Education Today,hargreaves2020,2021_E-Pushkareva_W4242036416.pdf,diamond,team,2026-06-05
10.1038/s41598-021-97364-7,Acute melatonin administration improves exercise tolerance and the metabolic recovery after exhaustive effort,Vinícius Silva Faria,2021,Scientific Reports,hargreaves2020,2021_Faria_W3202629892.pdf,gold,team,2026-06-05
10.3389/fneur.2021.658178,Pediatric Paroxysmal Exercise-Induced Neurological Symptoms: Clinical Spectrum and Diagnostic Algorithm,Federica Rachele Danti,2021,Frontiers in Neurology,hargreaves2020,2021_Federica-Rachele-Danti_W3168492832.pdf,gold,team,2026-06-05
10.3390/ijms22168734,The Importance of Lipidomic Approach for Mapping and Exploring the Molecular Networks Underlying Physical Exercise: A Systematic Review,Francesca Latino,2021,International Journal of Molecular Sciences,hargreaves2020,2021_Francesca-Latino_W3194763808.pdf,gold,team,2026-06-05
10.1172/jci.insight.149217,A map of metabolic phenotypes in patients with myalgic encephalomyelitis/chronic fatigue syndrome,Fredrik Hoel,2021,JCI Insight,hargreaves2020,2021_Fredrik-Hoel_W3193631901.pdf,gold,team,2026-06-05
10.3390/biom11060786,From the Identification to the Dissection of the Physiological Role of the Mitochondrial Calcium Uniporter: An Ongoing Story,Giorgia Pallafacchina,2021,Biomolecules,hargreaves2020,2021_Giorgia-Pallafacchina_W3165650863.pdf,gold,team,2026-06-05
10.11606/d.17.2021.tde-04102021-161249,Efeitos do treinamento combinado em screening global epigenético em mulheres de 50 a 70 anos,Guilherme da Silva Rodrigues,2021,,hargreaves2020,2021_Guilherme-da-Silva-Rodrigues_W3216625132.pdf,gold,team,2026-06-05
10.1126/sciadv.abh1434,miR-1 sustains muscle physiology by controlling V-ATPase complex assembly,Paula Gutiérrez‐Pérez,2021,Science Advances,hargreaves2020,2021_GutiérrezPérez_W3207815369.pdf,gold,team,2026-06-05
10.3390/biomedicines9121847,Hypothetical Mechanism of Exercise-Induced Acute Kidney Injury Associated with Renal Hypouricemia,Makoto Hosoyamada,2021,Biomedicines,hargreaves2020,2021_Hosoyamada_W4200419496.pdf,gold,team,2026-06-05
10.3390/ijerph18136945,Exercise Fat Oxidation Is Positively Associated with Body Fatness in Men with Obesity: Defying the Metabolic Flexibility Paradigm,Isaac A. Chávez-Guevara,2021,International Journal of Environmental Research and Public Health,hargreaves2020,2021_Isaac-A-Ch-vez-Guevara_W3175116440.pdf,gold,team,2026-06-05
10.3390/nu13114097,The Effect of a Single Bout of Exercise on Vitamin B2 Status Is Not Different between High- and Low-Fit Females,Joëlle J. E. Janssen,2021,Nutrients,hargreaves2020,2021_Janssen_W3213837425.pdf,gold,team,2026-06-05
10.11606/t.42.2021.tde-15122022-165457,Efeitos do treinamento físico aeróbio concomitante a restrição calórica no perfil de miocinas.,Jefferson Comin Jonco Aquino Júnior,2021,,hargreaves2020,2021_Jefferson-Comin-Jonco-Aquino-J-nior_W4313524325.pdf,gold,team,2026-06-05
10.1111/eci.13515,Building‐up fit muscles for the future,Jorge Beleza,2021,European Journal of Clinical Investigation,hargreaves2020,2021_Jorge-Beleza_W3126455844.pdf,green,team,2026-06-05
10.3390/molecules26061579,The Oral Administration of Sanguisorba officinalis Extract Improves Physical Performance through LDHA Modulation,Jung Ho Han,2021,Molecules,hargreaves2020,2021_Jung-Ho-Han_W3137523417.pdf,gold,team,2026-06-05
10.1152/japplphysiol.00185.2021,Nitrate-induced improvements in exercise performance are coincident with exuberant changes in metabolic genes and the metabolome in zebrafish (<i>Danio rerio</i>) skeletal muscle,Rosa Keller,2021,Journal of Applied Physiology,hargreaves2020,2021_Keller_W3164725603.pdf,green,team,2026-06-05
10.3389/fphys.2021.770455,Mechanisms Linking the Gut-Muscle Axis With Muscle Protein Metabolism and Anabolic Resistance: Implications for Older Adults at Risk of Sarcopenia,Konstantinos Prokopidis,2021,Frontiers in Physiology,hargreaves2020,2021_Konstantinos-Prokopidis_W3210497549.pdf,gold,team,2026-06-05
10.3390/life11121339,Photobiomodulation and Sports: Results of a Narrative Review,Laura Marinela Ailioaie,2021,Life,hargreaves2020,2021_Laura-Marinela-Ailioaie_W4200362213.pdf,gold,team,2026-06-05
10.25248/reas.e8609.2021,O uso de creatina monohidratada e o possível compromentimento na disfunção renal: revisão narrativa,Leandro Colombo Cassiano,2021,Revista Eletrônica Acervo Saúde,hargreaves2020,2021_Leandro-Colombo-Cassiano_W3195922277.pdf,diamond,team,2026-06-05
10.1007/s00421-021-04774-6,A critical review of citrulline malate supplementation and exercise performance,Lewis A. Gough,2021,European Journal of Applied Physiology,hargreaves2020,2021_Lewis-A-Gough_W3196283446.pdf,hybrid,team,2026-06-05
10.18376/jesp/2021/v17/i1/163969,Comparison of Cardiac Output of Cricket Players on the basis of their Playing Experience,Lokendra Bahadur Kathayat,2021,Journal of Exercise Science and Physiotherapy,hargreaves2020,2021_Lokendra-Bahadur-Kathayat_W3172769313.pdf,diamond,team,2026-06-05
10.1101/2021.09.15.460477,Muscle weakness precedes atrophy during cancer cachexia and is associated with muscle-specific mitochondrial stress,Luca J. Delfinis,2021,bioRxiv (Cold Spring Harbor Laboratory),hargreaves2020,2021_Luca-J-Delfinis_W3201436004.pdf,green,team,2026-06-05
10.1016/j.nmd.2021.10.006,Clinical practice guidelines for glycogen storage disease V &amp; VII (McArdle disease and Tarui disease) from an international study group,Alejandro Lucía,2021,Neuromuscular Disorders,hargreaves2020,2021_Lucía_W3210809388.pdf,bronze,team,2026-06-05
10.11606/d.58.2021.tde-30112022-183837,Variáveis respiratórias e força oclusal dos jogadores de futebol: abordagem após treino e destreino durante lockdown pela COVID-19,Marcos Vinicios Ribeiro Prandi,2021,,hargreaves2020,2021_Marcos-Vinicios-Ribeiro-Prandi_W4311191126.pdf,gold,team,2026-06-05
10.3389/fphys.2021.704290,"Exercise, Nutrition, and Supplements in the Muscle Carnitine Palmitoyl-Transferase II Deficiency: New Theoretical Bases for Potential Applications",Massimo Negro,2021,Frontiers in Physiology,hargreaves2020,2021_Massimo-Negro_W3189034828.pdf,gold,team,2026-06-05
10.1007/s00421-021-04676-7,Individual cardiovascular responsiveness to work-matched exercise within the moderate- and severe-intensity domains,Felipe Mattioni Maturana,2021,European Journal of Applied Physiology,hargreaves2020,2021_Maturana_W3147400760.pdf,hybrid,team,2026-06-05
10.3390/cells10082161,Insight into Hypoxia Stemness Control,Miriam Di Mattia,2021,Cells,hargreaves2020,2021_Miriam-Di-Mattia_W3194134104.pdf,gold,team,2026-06-05
10.3390/life11111269,"Oxidative Stress, Mitochondrial Function and Adaptation to Exercise: New Perspectives in Nutrition",Nancy Vargas-Mendoza,2021,Life,hargreaves2020,2021_Nancy-Vargas-Mendoza_W3216337028.pdf,gold,team,2026-06-05
10.3390/ijms22179605,"Cilia, Centrosomes and Skeletal Muscle",Dominic C.H. Ng,2021,International Journal of Molecular Sciences,hargreaves2020,2021_Ng_W3196387878.pdf,gold,team,2026-06-05
10.1101/2021.11.12.468343,"A semantics, energy-based approach to automate biomodel composition",Niloofar Shahidi,2021,bioRxiv (Cold Spring Harbor Laboratory),hargreaves2020,2021_Niloofar-Shahidi_W3212434344.pdf,green,team,2026-06-05
10.21203/rs.3.rs-156795/v1,"Double Blinded Clinical Study on D-Glyceric Acid, a Potential Novel Energy Metabolic Signaling Metabolite",Olli Petteri Hirvonen,2021,Research Square,hargreaves2020,2021_Olli-Petteri-Hirvonen_W3126571845.pdf,green,team,2026-06-05
10.3389/fragi.2021.752636,Randomized Trial: D-Glyceric Acid Activates Mitochondrial Metabolism in 50–60-Year-Old Healthy Humans,Olli Petteri Hirvonen,2021,Frontiers in Aging,hargreaves2020,2021_Olli-Petteri-Hirvonen_W3210614733.pdf,gold,team,2026-06-05
10.1016/j.redox.2021.101966,Skeletal muscle-specific Keap1 disruption modulates fatty acid utilization and enhances exercise capacity in female mice,Takahiro Onoki,2021,Redox Biology,hargreaves2020,2021_Onoki_W3148470418.pdf,gold,team,2026-06-05
10.3390/metabo11120856,Real-Time Monitoring of Metabolism during Exercise by Exhaled Breath,Martin Osswald,2021,Metabolites,hargreaves2020,2021_Osswald_W4200479301.pdf,gold,team,2026-06-05
10.1148/radiol.2021204500,Hyperpolarized <sup>13</sup>C MR Spectroscopy Depicts in Vivo Effect of Exercise on Pyruvate Metabolism in Human Skeletal Muscle,Jae Mo Park,2021,Radiology,hargreaves2020,2021_Park_W3176136192.pdf,green,team,2026-06-05
10.23954/osj.v6i1.2732,Acute Physiological and Metabolic responses for 40-minutes of Samba Dance,Paulo Roberto Santos Silva,2021,Open Science Journal,hargreaves2020,2021_Paulo-Roberto-Santos-Silva_W3137330426.pdf,diamond,team,2026-06-05
10.1007/s00406-021-01360-x,Aerobic exercise in severe mental illness: requirements from the perspective of sports medicine,Peter Falkai,2021,European Archives of Psychiatry and Clinical Neuroscience,hargreaves2020,2021_Peter-Falkai_W4200079448.pdf,hybrid,team,2026-06-05
10.3390/nu13113884,The Impact of Vegan and Vegetarian Diets on Physical Performance and Molecular Signaling in Skeletal Muscle,Alexander Pohl,2021,Nutrients,hargreaves2020,2021_Pohl_W3208668494.pdf,gold,team,2026-06-05
10.3390/metabo11100656,Characterizing Marathon-Induced Metabolic Changes Using 1H-NMR Metabolomics,Rachelle Bester,2021,Metabolites,hargreaves2020,2021_Rachelle-Bester_W3202930123.pdf,gold,team,2026-06-05
10.3390/ijms22073469,Exercise—A Panacea of Metabolic Dysregulation in Cancer: Physiological and Molecular Insights,Steffen H. Raun,2021,International Journal of Molecular Sciences,hargreaves2020,2021_Raun_W3151598982.pdf,gold,team,2026-06-05
10.3390/nu13082844,Timing of Creatine Supplementation around Exercise: A Real Concern?,Felipe Ribeiro,2021,Nutrients,hargreaves2020,2021_Ribeiro_W3194501026.pdf,gold,team,2026-06-05
10.21203/rs.3.rs-1072544/v1,Effects of Acute and Chronic Resistance Exercise on the Skeletal Muscle Metabolome,Sebastian Gehlert,2021,Research Square,hargreaves2020,2021_Sebastian-Gehlert_W4200183067.pdf,green,team,2026-06-05
10.3390/biology10030198,High-Intensity Warm-Up Increases Anaerobic Energy Contribution during 100-m Sprint,Seung-Bo Park,2021,Biology,hargreaves2020,2021_Seung-Bo-Park_W3134536841.pdf,gold,team,2026-06-05
10.3390/nu13020611,A Low-Carbohydrate Ketogenic Diet and Treadmill Training Enhanced Fatty Acid Oxidation Capacity but Did Not Enhance Maximal Exercise Capacity in Mice,Sihui Ma,2021,Nutrients,hargreaves2020,2021_Sihui-Ma_W3131761168.pdf,gold,team,2026-06-05
10.1123/ijsnem.2020-0352,Increased Performance in Elite Runners Following Individualized Timing of Sodium Bicarbonate Supplementation,T. Lassen,2021,International Journal of Sport Nutrition and Exercise Metabolism,hargreaves2020,2021_T-Lassen_W3197421882.pdf,bronze,team,2026-06-05
10.31265/usps.147,3D in vitro cancer models for drug screening: A study of glucose metabolism and drug response in 2D and 3D culture models,Tia Tidwell,2021,,hargreaves2020,2021_Tia-Tidwell_W4296360841.pdf,gold,team,2026-06-05
10.1016/j.jesf.2021.03.002,Plasma free metanephrine and normethanephrine levels correlated to plasma catecholamine after acute running in amateur runner,Katsuyuki Tokinoya,2021,Journal of Exercise Science & Fitness,hargreaves2020,2021_Tokinoya_W3137170914.pdf,gold,team,2026-06-05
10.14814/phy2.15137,Evidence of myomiR regulation of the pentose phosphate pathway during mechanical load‐induced hypertrophy,Taylor R. Valentino,2021,Physiological Reports,hargreaves2020,2021_Valentino_W4200088132.pdf,gold,team,2026-06-05
10.3390/biomedicines9101321,Chronic Restraint Stress-Induced Muscle Atrophy Leads to Fatigue in Mice by Inhibiting the AMPK Signaling Pathway,Zhi Wang,2021,Biomedicines,hargreaves2020,2021_Wang_W3203049957.pdf,gold,team,2026-06-05
10.21203/rs.3.rs-1102585/v1,Garcinol Promotes the Formation of Slow-Twitch Muscle Fibers by Inhibiting p300-Dependent Acetylation of PGC-1α,Weilei Yao,2021,Research Square,hargreaves2020,2021_Weilei-Yao_W4200022213.pdf,green,team,2026-06-05
10.33448/rsd-v10i16.24223,Influência da atividade física na indução da autofagia e redução da incidência do câncer: revisão crítica dos mecanismos fisiológicos e metabólicos.,Wesley Gabriel Novaes Botelho,2021,Research Society and Development,hargreaves2020,2021_Wesley-Gabriel-Novaes-Botelho_W4200329553.pdf,diamond,team,2026-06-05
10.3390/metabo11050301,A Low-Protein High-Fat Diet Leads to Loss of Body Weight and White Adipose Tissue Weight via Enhancing Energy Expenditure in Mice,Yifeng Rang,2021,Metabolites,hargreaves2020,2021_Yifeng-Rang_W3160640531.pdf,gold,team,2026-06-05
10.1007/s12652-021-03139-3,RETRACTED ARTICLE: Aerobics player’s energy level monitoring using IoT,Yingying Fan,2021,Journal of Ambient Intelligence and Humanized Computing,hargreaves2020,2021_Yingying-Fan_W3148821359.pdf,closed,team,2026-06-05
10.1101/2021.06.16.448433,Reorganization of the Mitochondria-Organelle Interactome during Postnatal Development in Skeletal Muscle,Yuho Kim,2021,bioRxiv (Cold Spring Harbor Laboratory),hargreaves2020,2021_Yuho-Kim_W3170521963.pdf,green,team,2026-06-05
10.1590/1517-8692202127072021_0334,CELL METABOLISM UNDER DIFFERENT INTENSITY EXERCISES IN SPORTS MEDICINE,Zhou Lan,2021,Revista Brasileira de Medicina do Esporte,hargreaves2020,2021_Zhou-Lan_W4205823443.pdf,hybrid,team,2026-06-05
10.3389/fphys.2021.695569,Oxyhemoglobin Concentration and Oxygen Uptake Signal During Recovery From Exhaustive Exercise in Healthy Subjects—Relationship With Aerobic Capacity,Małgorzata Żebrowska,2021,Frontiers in Physiology,hargreaves2020,2021_Żebrowska_W3177083066.pdf,gold,team,2026-06-05
10.15293/2658-6762.2103.09,Model characteristics of competition performance in terms of athletes’ functional fit-ness,О. В. Балберова,2021,Science for Education Today,hargreaves2020,2021__W3176176346.pdf,diamond,team,2026-06-05
10.58837/chula.the.2021.831,ผลของเครองดมกฬาไฮโปโทนกและไอโซโทนกตอความสามารถทางแอโรบกและภาวะนำในรางกายในผทออกกำลงกายเปนประจำ,ชัยพฤกษ์ สุวรรณจักร์,2021,,hargreaves2020,2021__W4386788614.pdf,gold,team,2026-06-05
10.3390/medicina57090948,Using an Electromyography Method While Measuring Oxygen Uptake to Appreciate Physical Exercise Intensity in Adolescent Cyclists: An Analytical Study,Ștefan Adrian Martin,2021,Medicina,hargreaves2020,2021_tefan-Adrian-Martin_W3197335934.pdf,gold,team,2026-06-05
10.3390/genes12111682,Candidate Genes of Regulation of Skeletal Muscle Energy Metabolism in Athletes,О. В. Балберова,2021,Genes,hargreaves2020,2021_Балберова_W3210580852.pdf,gold,team,2026-06-05
10.3389/fphys.2022.928195,Insight Into the Metabolic Adaptations of Electrically Pulse-Stimulated Human Myotubes Using Global Analysis of the Transcriptome and Proteome,Abel M. Mengeste,2022,Frontiers in Physiology,hargreaves2020,2022_Abel-M-Mengeste_W4286633584.pdf,gold,team,2026-06-05
10.1101/2022.06.07.495179,"Mouse tissue harvest-induced hypoxia rapidly alters the in vivo metabolome, between-genotype metabolite level differences, and <sup>13</sup> C-tracing enrichments",Adam J. Rauckhorst,2022,bioRxiv (Cold Spring Harbor Laboratory),hargreaves2020,2022_Adam-J-Rauckhorst_W4281778673.pdf,green,team,2026-06-05
10.1111/pedi.13452,ISPAD Clinical Practice Consensus Guidelines 2022: Exercise in children and adolescents with diabetes,Peter Adolfsson,2022,Pediatric Diabetes,hargreaves2020,2022_Adolfsson_W4311973508.pdf,green,team,2026-06-05
10.3390/biology11070948,Temporal Skin Temperature as an Indicator of Cardiorespiratory Fitness Assessed with Selected Methods,Agnieszka Jastrzębska,2022,Biology,hargreaves2020,2022_Agnieszka-Jastrz-bska_W4283272447.pdf,gold,team,2026-06-05
10.3389/fnut.2022.893515,Royal Jelly Plus Coenzyme Q10 Supplementation Enhances High-Intensity Interval Exercise Performance via Alterations in Cardiac Autonomic Regulation and Blood Lactate Concentration in Runners,Aleksandr N. Ovchinnikov,2022,Frontiers in Nutrition,hargreaves2020,2022_Aleksandr-N-Ovchinnikov_W4283392480.pdf,gold,team,2026-06-05
10.47328/ufvbbt.2023.050,Efeito da demanda física simulada de uma partida de futebol na temperatura da pele de jovens jogadores avaliada por termografia infravermelha,Alisson Gomes da Silva,2022,,hargreaves2020,2022_Alisson-Gomes-da-Silva_W4361255740.pdf,gold,team,2026-06-05
10.3390/nu14091929,Short-Term Very High Carbohydrate Diet and Gut-Training Have Minor Effects on Gastrointestinal Status and Performance in Highly Trained Endurance Athletes,Andy J. King,2022,Nutrients,hargreaves2020,2022_Andy-J-King_W4229040251.pdf,gold,team,2026-06-05
10.26740/ijok.v2n1.p11-17,Peningkatan Kebugaran Jasmani Melalui Pemberian Olahraga Masyarakat Senam Aerobik Mix pada Masyarakat Dusun Morkolak Barat Desa Kramat Kecamatan Bangkalan,Anintya Sada Rosandi,2022,Indonesian Journal of Kinanthropology (IJOK),hargreaves2020,2022_Anintya-Sada-Rosandi_W4319036035.pdf,diamond,team,2026-06-05
10.3390/nu14132721,Octanoic Acid-Enrichment Diet Improves Endurance Capacity and Reprograms Mitochondrial Biogenesis in Skeletal Muscle of Mice,Anouk Charlot,2022,Nutrients,hargreaves2020,2022_Anouk-Charlot_W4283720324.pdf,gold,team,2026-06-05
10.1101/2022.07.21.501000,Dynamic regulation of inter-organelle communication by ubiquitylation controls skeletal muscle development and disease onset,Arian Mansur,2022,bioRxiv (Cold Spring Harbor Laboratory),hargreaves2020,2022_Arian-Mansur_W4286615600.pdf,green,team,2026-06-05
10.3889/oamjms.2022.9638,Working Station Model Based on Mathematic Model of Anthropometry for Embroidery Workers,Asep Suryana Abdurrahmat,2022,Open Access Macedonian Journal of Medical Sciences,hargreaves2020,2022_Asep-Suryana-Abdurrahmat_W4284978276.pdf,diamond,team,2026-06-05
10.3390/sports10120190,Metabolic and Performance Responses to a Simulated Routine in Elite Artistic Swimmers,David J. Bentley,2022,Sports,hargreaves2020,2022_Bentley_W4309935888.pdf,gold,team,2026-06-05
10.3390/nu14030404,d-Allulose Improves Endurance and Recovery from Exhaustion in Male C57BL/6J Mice,Bingyang Liu,2022,Nutrients,hargreaves2020,2022_Bingyang-Liu_W4206828898.pdf,gold,team,2026-06-05
10.15343/0104-7809.202246064073,Hábitos alimentares de atletas brasileiros durante a pandemia do Coronavírus,Caroline Dário Capitani,2022,O Mundo da Saúde,hargreaves2020,2022_Caroline-D-rio-Capitani_W4285111164.pdf,diamond,team,2026-06-05
10.30769/usbd.1180707,Egzersizde Asit-Baz Homeostazi Bir Geleneksel Derleme,Cebrail Gençoğlu,2022,Ulusal Spor Bilimleri Dergisi,hargreaves2020,2022_Cebrail-Gen-o-lu_W4313204966.pdf,diamond,team,2026-06-05
10.3390/nu14051011,Anti-Fatigue and Exercise Performance Improvement Effect of Glossogyne tenuifolia Extract in Mice,Yi‐Ju Chen,2022,Nutrients,hargreaves2020,2022_Chen_W4214564368.pdf,gold,team,2026-06-05
10.1002/advs.202105420,Stress Dissipation Encoded Silk Fibroin Electrode for the Athlete‐Beneficial Silk Bioelectronics,Woojin Choi,2022,Advanced Science,hargreaves2020,2022_Choi_W4205777792.pdf,gold,team,2026-06-05
10.3389/fphys.2021.773054,"Feeding Tolerance, Glucose Availability, and Whole-Body Total Carbohydrate and Fat Oxidation in Male Endurance and Ultra-Endurance Runners in Response to Prolonged Exercise, Consuming a Habitual Mixed",Christopher Rauch,2022,Frontiers in Physiology,hargreaves2020,2022_Christopher-Rauch_W4205839051.pdf,gold,team,2026-06-05
10.3390/app12189161,Oxidative Stress and Antioxidant Enzymes Activity after Cycling at Different Intensity and Duration,D. Maryama Ag. Daud,2022,Applied Sciences,hargreaves2020,2022_D-Maryama-Ag-Daud_W4295814126.pdf,gold,team,2026-06-05
